Time,TargetLocked,VisionDriveActive,Distance,DistanceError,AngleError,Speed,Omega
0.000684,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.020371,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.039978,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.059949,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.079962,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.099945,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.119959,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.140018,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.159908,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.181231,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.200186,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.219987,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.239937,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.259951,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.279987,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.300061,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.319945,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.339978,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.359936,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.380096,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.399983,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.419940,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.439929,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.460789,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.479944,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.499920,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.519894,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.539985,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.559948,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.580231,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.599944,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.620103,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.640007,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.659986,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.679923,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.700000,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.719924,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.739980,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.759983,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.779975,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.799944,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.820009,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.839972,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.859934,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.880014,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.900011,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.919931,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.939980,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.960084,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.979894,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
0.999927,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.019987,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.039952,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.059979,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.079937,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.100033,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.119956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.139962,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.159929,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.179937,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.199906,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.219954,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.240012,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.259918,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.279898,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.299924,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.320080,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.340007,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.359978,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.380283,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.399945,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.419982,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.439963,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.459886,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.480762,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.499954,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.520199,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.540026,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.559906,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.579977,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.600003,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.620265,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.640375,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.659937,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.679902,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.699935,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.719945,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.739924,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.760428,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.779929,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.799985,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.819930,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.839966,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.859898,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.879984,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.900067,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.919941,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.939955,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.959933,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.979999,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
1.999956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.019937,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.039959,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.059891,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.079992,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.100139,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.119986,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.139923,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.159977,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.179953,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.199944,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.219955,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.239962,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.259919,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.279954,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.299984,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.319918,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.340001,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.359952,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.379913,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.399948,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.420085,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.439940,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.459887,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.479955,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.500282,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.519918,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.539907,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.560051,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.579929,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.599917,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.620361,1,0,12.376132,-2.376132,-3.379974,0.000000,0.000000
2.640175,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.659902,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.679958,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.699925,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.719950,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.739941,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.760171,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.780011,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.799974,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.819913,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.839914,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.859940,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.880540,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.899919,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.919929,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.939952,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.960383,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.979966,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
2.999932,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.020280,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.039933,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.059923,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.080012,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.099956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.119907,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.140015,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.159920,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.179923,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.199922,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.219899,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.239950,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.259937,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.279936,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.299925,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.319948,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.339854,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.360015,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.379977,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.399916,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.419904,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.439998,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.459913,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.479915,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.501356,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.520011,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.539985,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.559917,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.579951,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.599915,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.619955,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.640006,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.659916,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.679922,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.699914,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.719938,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.739926,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.759945,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.779912,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.799931,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.819968,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.840219,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.859984,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.879988,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.899920,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.919893,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.940389,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.959904,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.979946,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
3.999939,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.019888,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.039976,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.060012,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.079900,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.099933,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.119949,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.139924,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.160017,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.179946,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.199884,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.220157,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.239933,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.260003,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.279916,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.299891,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.319998,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.340550,1,0,12.376132,-2.376132,-3.379974,0.000000,0.000000
4.359978,1,0,12.376132,-2.376132,-3.379974,0.000000,0.000000
4.379955,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.399891,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.419999,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.440066,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.460191,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.480581,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.499944,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.520725,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.540700,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.559947,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.579951,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.600119,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.620000,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.639917,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.659952,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.679929,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.699982,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.719936,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.739918,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.759991,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.779953,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.800172,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.819969,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.839974,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.859956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.879962,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.899959,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.919964,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.939947,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.959949,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
4.979897,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.000004,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.019939,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.039970,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.059991,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.079956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.100035,1,0,12.376132,-2.376132,-3.379974,0.000000,0.000000
5.119996,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.140439,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.159901,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.179910,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.199978,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.219905,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.239949,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.259919,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.279912,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.300350,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.319935,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.339958,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.359996,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.379981,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.399964,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.419954,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.439911,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.459907,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.480109,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.500008,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.519930,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.540504,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.560132,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.580019,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.599965,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.620001,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.640049,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.659927,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.680012,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.700433,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.719956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.739935,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.759933,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.779935,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.799941,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.819959,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.839921,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.859978,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.879994,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.899924,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.919986,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.939988,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.959895,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.979921,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
5.999972,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.019898,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.039918,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.059918,1,0,12.387704,-2.387704,-3.347466,0.000000,0.000000
6.079930,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.099931,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.120129,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.139974,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.159895,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.180001,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.199956,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.219938,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.239909,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.259895,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
6.279915,1,0,12.428170,-2.428170,-3.439911,0.000000,0.000000
